115.5065703	44.51254248				
-8.670199701	-100.073082				
-30.63691568	86.54307874				
31.85120427	-50.65940245				
56.16335966	-37.14943412				
-4.887385271	-150.5493746				
-30.7749503	39.68037066				
38.42477171	-42.88188096				
85.21795695	-2.418657511				
14.50214099	-217.4877796				
23.76367785	-210.9682259				
-49.41399966	-44.4760474				
17.56119873	-159.6669585				
-19.90635858	-84.26277025				
11.00127264	-250.1427856				
-60.28776205	-327.5791271				
-3.624582109	-265.7360668				
35.09406147	-155.452738				
-55.32134109	33.73464925				
108.1192078	-63.80854397				
-1.852479487	104.4479198				
-27.01331854	54.73706073				
40.99041408	-43.45750255				
-17.65626676	61.65866194				
35.55252025	-117.7238734				
19.63631937	-158.1598372				
7.44727146	70.63508101				
26.59238806	-139.3743235				
17.39920704	-142.381063				
100.9657387	-168.4042147				
-32.97537762	-45.83004382				
-41.01705481	-129.2282366				
32.72676117	68.49663782				
-46.35399953	-153.3417661				
-23.58362438	-125.0069733				
18.47434461	-133.3871832				
40.0057562	-7.32463857				
-23.61653776	-86.02135972				
49.21135496	58.52209865				
33.41045613	-63.0893863				
-31.0049317	-98.59450499				
-23.30680975	-146.5154978				
46.24074034	100.9432924				
29.79160537	145.118661				
-76.46251708	-164.1937596				
4.764240505	76.21687402				
25.0636586	-97.32036251				
27.7108305	1.955176035				
9.131255724	-283.6163818				
51.1540471	-388.0001346				
5.474481758	-239.6586658				
-17.75554564	32.10020243				
-25.67374784	76.04421647				
38.92052818	-75.72498284				
-45.17658269	-184.7668085				
18.72473931	-308.3284706				
30.75310038	-31.30040143				
40.94325441	155.6939086				
-16.18721756	-204.2414469				
58.98170852	58.43998384				
-7.146531153	-156.4935841				
12.44585992	-190.5323745				
3.304730726	-150.4877287				
-40.96538233	-34.17003016				
1.517450493	46.62710287				
-54.31871314	-120.2922092				
-52.30906394	-80.43729947				
65.25171039	77.60081853				
-105.7691225	-127.5962358				
0.435463771	-56.1372034				
-27.37063816	-282.4690725				
44.63966392	-96.06589107				
-16.48955747	-89.65417765				
126.8370015	266.1996676				
-65.93304587	-203.3465193				
49.36909965	-247.9335436				
62.201306	-59.3226521				
69.96469995	-108.0234396				
-46.12362277	95.31666709				
29.4006602	-91.57610327				
-51.64820737	-31.31313398				
17.10544654	-299.2938757				
-45.16429083	161.8386042				
-0.588314797	-290.5422217				
-44.40076557	-176.3910053				
34.72891781	-71.54635169				
5.078832083	-86.70701406				
-48.01635459	-20.73579007				
-18.26363416	-154.6046986				
9.749478599	-86.94517167				
-26.07650683	-103.3665307				
105.6509237	69.77903331				
-32.75426367	-209.7071364				
-11.94489458	-259.5436266				
91.2875614	21.71430928				
-58.16978962	-136.1088078				
-72.17591871	-103.9413141				
-9.073273341	-94.87229518				
18.0920973	13.46355953				
-40.48860091	-277.1936678				
